TaskID,ProjectID,ProjectDiscipline,Status,Description,Location,Created,Target,Actual,Delay,Priority,Overdue,RootCause,Risk,Hours,Comments,AssignedTo,TeamCapacityHours
T-1941,PRJ035,PRJ-SITE,On Hold,Structural Installation,South Facade,09/18/2024,09/27/2024,,2.0,Medium,False,Weather Delay,Low,38.6,Delay of 2 day(s) associated with weather delay,Suresh Kumar,40
T-1942,PRJ009,PRJ-MEP,Open,HVAC Installation,South Facade,12/28/2025,01/25/2026,,1.0,High,False,Approval Delay,Medium,36.6,Delay of 1 day(s) associated with approval delay,Meena Pillai,30
T-1943,PRJ059,PRJ-SITE,Closed,Structural Installation,Lobby,12/15/2024,12/22/2024,12/28/2024,6.0,Low,True,Material Delay,Medium,87.1,Delay of 6 day(s) associated with material delay,Arjun Desai,40
T-1944,PRJ090,PRJ-INT,Open,Plumbing Work,Mechanical,01/18/2024,02/16/2024,,-2.0,Medium,False,None,Low,41.3,Completed 2 day(s) ahead of schedule,Lakshmi Iyer,40
T-1945,PRJ047,PRJ-STR,In Progress,Structural Installation,Basement,12/26/2024,01/11/2025,,5.0,Medium,False,Material Delay,High,84.6,Delay of 5 day(s) associated with material delay,Rajan Mehta,40
T-1946,PRJ092,PRJ-SITE,In Progress,Flooring Work,North Wing,06/08/2024,07/08/2024,,6.0,Low,False,Crane Breakdown,High,35.9,Delay of 6 day(s) associated with crane breakdown,Asha Verma,40
T-1947,PRJ098,PRJ-INT,In Progress,Site Preparation,North Wing,09/17/2025,09/29/2025,,3.0,Medium,False,Site Constraint,Low,83.9,Delay of 3 day(s) associated with site constraint,Dev Kapoor,40
T-1948,PRJ006,PRJ-SITE,Closed,Curtain Wall Installation,Basement,03/07/2024,03/25/2024,03/28/2024,3.0,High,True,Approval Delay,High,60.3,Delay of 3 day(s) associated with approval delay,Priya Nair,40
T-1949,PRJ052,PRJ-ARC,On Hold,Flooring Work,Mechanical,07/16/2025,08/05/2025,,-2.0,High,False,None,Low,117.2,Completed 2 day(s) ahead of schedule,Suresh Kumar,40
T-1950,PRJ053,PRJ-INT,Closed,Concrete Work,North Wing,11/21/2024,12/03/2024,12/04/2024,1.0,Medium,True,Design Revision,High,84.7,Delay of 1 day(s) associated with design revision,Meena Pillai,30
T-1951,PRJ039,PRJ-ARC,Open,Underground Utilities,Mechanical,01/14/2024,01/23/2024,,4.0,Medium,False,Labor Shortage,High,112.1,Delay of 4 day(s) associated with labor shortage,Arjun Desai,40
T-1952,PRJ084,PRJ-STR,Closed,Underground Utilities,Roof,05/06/2025,05/23/2025,05/22/2025,-1.0,Low,False,None,Low,52.3,Completed 1 day(s) ahead of schedule,Lakshmi Iyer,40
T-1953,PRJ040,PRJ-INT,Open,HVAC Installation,South Facade,11/28/2024,12/19/2024,,1.0,Low,False,Approval Delay,Medium,76.7,Delay of 1 day(s) associated with approval delay,Rajan Mehta,40
T-1954,PRJ006,PRJ-INT,On Hold,Underground Utilities,Roof,07/17/2025,07/27/2025,,10.0,Low,False,Labor Shortage,High,45.6,Delay of 10 day(s) associated with labor shortage,Asha Verma,40
T-1955,PRJ055,PRJ-ARC,In Progress,Concrete Work,North Wing,03/27/2025,04/20/2025,,7.0,High,False,Design Revision,High,62.6,Delay of 7 day(s) associated with design revision,Dev Kapoor,40
T-1956,PRJ021,PRJ-MEP,In Progress,Flooring Work,Roof,07/28/2025,08/17/2025,,7.0,High,False,Site Constraint,High,67.1,Delay of 7 day(s) associated with site constraint,Priya Nair,40
T-1957,PRJ036,PRJ-ARC,Open,HVAC Installation,Basement,12/02/2024,12/09/2024,,2.0,High,False,Weather Delay,Medium,53.2,Delay of 2 day(s) associated with weather delay,Suresh Kumar,40
T-1958,PRJ051,PRJ-MEP,Open,Electrical Installation,Roof,01/06/2024,02/04/2024,,-7.0,Medium,False,None,Low,38.5,Completed 7 day(s) ahead of schedule,Meena Pillai,30
T-1959,PRJ073,PRJ-ARC,Open,Plumbing Work,Mechanical,04/05/2024,04/09/2024,,3.0,Medium,False,Weather Delay,High,32.6,Delay of 3 day(s) associated with weather delay,Arjun Desai,40
T-1960,PRJ028,PRJ-STR,On Hold,Structural Installation,West Yard,11/30/2024,12/21/2024,,-1.0,Medium,False,None,Medium,15.0,Completed 1 day(s) ahead of schedule,Lakshmi Iyer,40
T-1961,PRJ039,PRJ-ARC,Closed,Plumbing Work,South Facade,10/17/2024,11/01/2024,10/25/2024,-7.0,Medium,False,None,Medium,43.3,Completed 7 day(s) ahead of schedule,Rajan Mehta,40
T-1962,PRJ007,PRJ-STR,On Hold,HVAC Installation,Grid A5,08/02/2025,08/23/2025,,4.0,Medium,False,Weather Delay,Medium,93.8,Delay of 4 day(s) associated with weather delay,Asha Verma,40
T-1963,PRJ039,PRJ-STR,Open,HVAC Installation,West Yard,10/27/2024,11/20/2024,,3.0,Low,False,Site Constraint,Medium,27.0,Delay of 3 day(s) associated with site constraint,Dev Kapoor,40
T-1964,PRJ059,PRJ-ARC,In Progress,Underground Utilities,South Facade,09/19/2025,10/11/2025,,-1.0,Low,False,None,Low,34.0,Completed 1 day(s) ahead of schedule,Priya Nair,40
T-1965,PRJ062,PRJ-STR,In Progress,Electrical Installation,South Facade,05/17/2024,06/07/2024,,10.0,High,False,Labor Shortage,Medium,128.7,Delay of 10 day(s) associated with labor shortage,Suresh Kumar,40
T-1966,PRJ030,PRJ-ARC,In Progress,Site Preparation,Grid A5,10/07/2024,11/02/2024,,-2.0,Medium,False,None,Low,55.9,Completed 2 day(s) ahead of schedule,Meena Pillai,30
T-1967,PRJ007,PRJ-STR,In Progress,HVAC Installation,West Yard,07/06/2025,07/28/2025,,9.0,High,False,Equipment Failure,Medium,84.6,Delay of 9 day(s) associated with equipment failure,Arjun Desai,40
T-1968,PRJ058,PRJ-STR,In Progress,HVAC Installation,West Yard,03/31/2024,04/25/2024,,7.0,Low,False,Site Constraint,High,94.3,Delay of 7 day(s) associated with site constraint,Lakshmi Iyer,40
T-1969,PRJ066,PRJ-SITE,In Progress,Curtain Wall Installation,Grid A5,08/22/2024,09/05/2024,,2.0,Medium,False,Site Constraint,Medium,94.9,Delay of 2 day(s) associated with site constraint,Rajan Mehta,40
T-1970,PRJ009,PRJ-STR,Open,Concrete Work,North Wing,07/02/2025,07/10/2025,,-5.0,Low,False,None,Medium,29.3,Completed 5 day(s) ahead of schedule,Asha Verma,40
T-1971,PRJ051,PRJ-SITE,In Progress,Site Preparation,Lobby,03/05/2025,03/14/2025,,2.0,Medium,False,Approval Delay,Low,68.1,Delay of 2 day(s) associated with approval delay,Dev Kapoor,40
T-1972,PRJ010,PRJ-INT,Closed,Underground Utilities,Lobby,07/21/2025,08/10/2025,08/10/2025,-0.0,Low,False,None,High,26.5,Completed on schedule,Priya Nair,40
T-1973,PRJ046,PRJ-ARC,Open,Flooring Work,South Facade,01/11/2025,01/28/2025,,2.0,Low,False,Site Constraint,Medium,148.4,Delay of 2 day(s) associated with site constraint,Suresh Kumar,40
T-1974,PRJ065,PRJ-SITE,On Hold,Site Preparation,South Facade,09/19/2025,09/24/2025,,2.0,High,False,Site Constraint,Low,27.2,Delay of 2 day(s) associated with site constraint,Meena Pillai,30
T-1975,PRJ072,PRJ-STR,In Progress,Concrete Work,Basement,10/02/2025,10/10/2025,,1.0,Medium,False,Site Constraint,Low,43.6,Delay of 1 day(s) associated with site constraint,Arjun Desai,40
T-1976,PRJ072,PRJ-INT,Closed,Flooring Work,Grid A5,12/12/2025,01/11/2026,01/10/2026,-1.0,Medium,False,None,Low,43.8,Completed 1 day(s) ahead of schedule,Lakshmi Iyer,40
T-1977,PRJ076,PRJ-MEP,Closed,Electrical Installation,Mechanical,03/30/2024,04/22/2024,04/18/2024,-4.0,Medium,False,None,Medium,30.1,Completed 4 day(s) ahead of schedule,Rajan Mehta,40
T-1978,PRJ025,PRJ-SITE,Closed,Site Preparation,North Wing,03/07/2025,03/31/2025,04/05/2025,5.0,Medium,True,Equipment Failure,High,115.6,Delay of 5 day(s) associated with equipment failure,Asha Verma,40
T-1979,PRJ085,PRJ-STR,Closed,HVAC Installation,Lobby,03/24/2024,04/01/2024,04/04/2024,3.0,Medium,True,Design Revision,Medium,147.7,Delay of 3 day(s) associated with design revision,Dev Kapoor,40
T-1980,PRJ035,PRJ-STR,Closed,Curtain Wall Installation,Basement,06/16/2024,06/20/2024,06/20/2024,-0.0,Low,False,None,Low,60.7,Completed on schedule,Priya Nair,40
T-1981,PRJ038,PRJ-INT,Closed,Plumbing Work,North Wing,08/07/2024,08/18/2024,08/23/2024,5.0,High,True,Crane Breakdown,High,35.4,Delay of 5 day(s) associated with crane breakdown,Suresh Kumar,40
T-1982,PRJ079,PRJ-INT,In Progress,Structural Installation,Basement,04/16/2025,05/12/2025,,-4.0,High,False,None,Low,15.0,Completed 4 day(s) ahead of schedule,Meena Pillai,30
T-1983,PRJ033,PRJ-INT,Open,Electrical Installation,Basement,11/10/2024,11/27/2024,,9.0,Medium,False,Approval Delay,High,67.7,Delay of 9 day(s) associated with approval delay,Arjun Desai,40
T-1984,PRJ008,PRJ-STR,Closed,Concrete Work,Grid A5,09/23/2025,10/17/2025,10/17/2025,-0.0,Medium,False,None,Low,65.5,Completed on schedule,Lakshmi Iyer,40
T-1985,PRJ072,PRJ-SITE,Open,Painting and Finishes,South Facade,08/05/2024,08/21/2024,,-1.0,Low,False,None,Medium,55.5,Completed 1 day(s) ahead of schedule,Rajan Mehta,40
T-1986,PRJ067,PRJ-ARC,Open,Concrete Work,North Wing,03/26/2025,04/11/2025,,5.0,High,False,Weather Delay,High,81.6,Delay of 5 day(s) associated with weather delay,Asha Verma,40
T-1987,PRJ059,PRJ-STR,Open,Underground Utilities,Grid A5,07/11/2025,07/30/2025,,4.0,Medium,False,Approval Delay,Low,86.9,Delay of 4 day(s) associated with approval delay,Dev Kapoor,40
T-1988,PRJ015,PRJ-MEP,In Progress,Concrete Work,South Facade,12/16/2025,01/14/2026,,9.0,Low,False,Site Constraint,Medium,84.7,Delay of 9 day(s) associated with site constraint,Priya Nair,40
T-1989,PRJ064,PRJ-ARC,Open,Flooring Work,North Wing,06/28/2024,07/13/2024,,7.0,Medium,False,Equipment Failure,High,65.5,Delay of 7 day(s) associated with equipment failure,Suresh Kumar,40
T-1990,PRJ020,PRJ-ARC,Closed,Painting and Finishes,Roof,06/19/2025,07/08/2025,07/03/2025,-5.0,High,False,None,Low,42.0,Completed 5 day(s) ahead of schedule,Meena Pillai,30
T-1991,PRJ056,PRJ-SITE,Closed,Plumbing Work,South Facade,03/02/2024,03/30/2024,03/28/2024,-2.0,Medium,False,None,Low,95.0,Completed 2 day(s) ahead of schedule,Arjun Desai,40
T-1992,PRJ051,PRJ-ARC,Closed,Structural Installation,Roof,01/31/2025,02/13/2025,02/14/2025,1.0,High,True,Approval Delay,Medium,75.4,Delay of 1 day(s) associated with approval delay,Lakshmi Iyer,40
T-1993,PRJ078,PRJ-ARC,In Progress,HVAC Installation,North Wing,10/29/2024,11/24/2024,,5.0,High,False,Weather Delay,Low,101.7,Delay of 5 day(s) associated with weather delay,Rajan Mehta,40
T-1994,PRJ098,PRJ-STR,In Progress,Concrete Work,Grid A5,11/30/2025,12/17/2025,,2.0,Low,False,Material Delay,Low,98.7,Delay of 2 day(s) associated with material delay,Asha Verma,40
T-1995,PRJ020,PRJ-STR,In Progress,Concrete Work,Mechanical,07/18/2025,08/14/2025,,-0.0,High,False,None,Medium,32.3,Completed on schedule,Dev Kapoor,40
T-1996,PRJ012,PRJ-ARC,In Progress,Structural Installation,Basement,11/07/2025,11/23/2025,,-1.0,Medium,False,None,Medium,32.0,Completed 1 day(s) ahead of schedule,Priya Nair,40
T-1997,PRJ056,PRJ-SITE,Closed,Curtain Wall Installation,Grid A5,09/12/2025,10/02/2025,09/27/2025,-5.0,Medium,False,None,Low,52.3,Completed 5 day(s) ahead of schedule,Suresh Kumar,40
T-1998,PRJ096,PRJ-INT,Open,Structural Installation,Grid A5,10/26/2024,11/07/2024,,-4.0,Low,False,None,Low,43.3,Completed 4 day(s) ahead of schedule,Meena Pillai,30
T-1999,PRJ016,PRJ-ARC,On Hold,HVAC Installation,Mechanical,06/19/2025,07/09/2025,,8.0,High,False,Site Constraint,High,97.7,Delay of 8 day(s) associated with site constraint,Arjun Desai,40
T-2000,PRJ049,PRJ-INT,Open,Site Preparation,Basement,01/23/2024,02/04/2024,,6.0,Medium,False,Approval Delay,Medium,85.5,Delay of 6 day(s) associated with approval delay,Lakshmi Iyer,40
